Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry,Percent Survived,Country,Year,GDP,Departure,"Departure Lat,Lng",Departure Country
1960-12-22,12:31,Philippine Air Lines,S85,Cebu - Davao,Douglas DC-3,PI-C126,20593,37.0,34.0,3.0,28.0,26.0,2.0,0.0,Crashed on takeoff. Failure of the No. 1 engine shortly after take-off but after V2. Inappropriate emergency procedures by crew.,"Cebu City, Philippines",10.3095549,123.89311070000001,POINT (10.3095549 123.8931107),75.67567567567569,Philippines,1960,30798194686.6301,Cebu,"10.3156992,123.8854366",Philippines
1960-12-26,19:42,Aeroflot,651,Kuibyshev - Ulyanovsk,Ilyushin IL-18A,CCCP-75651,188000405,17.0,13.0,4.0,17.0,13.0,4.0,0.0,Loss of control resulted after 40 degrees flaps was selected causing the plane to crash. Icing.,"Ulyanovsk, Russia",54.3107593,48.3642771,POINT (54.3107593 48.3642771),100.0,Russia,1960,0.0,Kuibyshev,"53.203772,50.1606382",Russia
1961-02-03,23:55,Garuda Indonesia Airlines,542,Surabaya - Balikpapan,Douglas DC-3,PK-GDY,13052,26.0,21.0,5.0,26.0,21.0,5.0,0.0,Disappeared while en route. The wreckage was never found. It is believed the aircraft crashed into the sea off the island of Madura.,"Surabaya, Indonesia",-7.2459717,112.73782659999998,POINT (-7.2459717 112.7378266),100.0,Indonesia,1961,63778855349.5246,Surabaya,"-7.2574719,112.7520883",Indonesia
1961-03-28,20:08,Ceskoslovenske Aerolinie,,Prague - Zurich,Ilyushin IL-18,OK-OAD,180002102,52.0,44.0,8.0,52.0,44.0,8.0,0.0,The aircraft crashed 13.6 miles Northeast of Nürnberg after an intentional descent for unknown reasons led to the disintegration of the aircraft due to structural stress. Possible defective artificial horizon. Possible unnoticed over control of the electrical rudder or aileron trim. Possible physical incapacitation of one or both pilots.,"Forcheim, Germany",31.4399,-95.35078,POINT (31.4399 -95.35078),100.0,United States,1961,0.0,Prague,"50.0755381,14.4378005",Czechia
1961-04-03,23:57,LAN,210,Temuco - Santiago,Douglas DC-3,CC-CLD-P210,9716,24.0,20.0,4.0,24.0,20.0,4.0,0.0,The plane crashed into La Gotera Hill while on approach to Santiago. The official cause is unknown.  Icing suspected. All members of the Green Cross Chilean soccer team killed. Wreckage found 54 years after the accident.,"Llico, Chile",-37.1981493,-73.56486559999998,POINT (-37.1981493 -73.56486559999998),100.0,Chile,1961,0.0,Temuco,"-38.7359018,-72.5903739",Araucania
1961-05-10,01:12,Air France,406,"Fort Lamy, Chad - Marseilles, France",Lockheed 1649A Starliner,F-BHBM,1027,78.0,69.0,9.0,78.0,69.0,9.0,0.0,"While en route from Fort Lamy, Chad to Marseilles, France, the airliner crashed and burned in the Sahara Desert on the Algeria / Libya border. Detonation of a nitrocellulose bomb.","Ghadames, Algeria",30.13366,9.50072,POINT (30.13366 9.500719999999999),100.0,Libya,1961,2197029295.47761,"Fort Lamy, Chad","12.1348457,15.0557415",Chad
1961-05-30,01:20,KLM Royal Dutch Airlines,897,"Rome  - Lisbon -  Madrid - Santa Maria, Azores -Caracas",McDonnell Douglas DC-8-53,PH-DCL,45615,61.0,47.0,14.0,61.0,47.0,14.0,0.0,"Five minutes after taking off from Lisbon, Portugal, the aircraft plunged into the Atlantic Ocean. There were indications from the wreckage that the aircraft went into a spiral dive and hit the water at over 500 mph. Either through inattentiveness or loss of an artificial horizon or other instrument malfunction, the aircraft went into a steep left bank from which recovery was not possible. Attitude of the aircraft at the moment of impact pointed to over correction.","Lisbon, Portugal",38.70775070000001,-9.1365919,POINT (38.70775070000001 -9.136591900000001),100.0,Portugal,1961,0.0,Rome ,"41.9027835,12.4963655",Lazio
1961-06-12,04:11,KLM Royal Dutch Airlines,823,Rome - Cairo,Lockheed L-188C Electra,PH-LLM,2019,36.0,29.0,7.0,20.0,17.0,3.0,0.0,"Crashed into a hill  at night during the approach, 4 km short of the runway. Crew's neglect to cockpit duties. Pilot's inattention to his instruments.","Cairo, Egypt",30.048819,31.243665999999997,POINT (30.048819 31.243666),55.55555555555557,Egypt,1961,0.0,Rome,"41.9027835,12.4963655",Lazio
1961-06-30,20:57,Transcontinental,,Salta - Cordoba - Buenos Aires,Curtiss C-46A,LV-FTO,193,35.0,30.0,5.0,24.0,22.0,2.0,0.0,Crashed into a trees and telegraph poles on final approach.The pilot failed to follow the instrument approach procedures during the approach.,"Buenos Aires, Argentina",-34.6075682,-58.4370894,POINT (-34.6075682 -58.4370894),68.57142857142857,Argentina,1961,114396100733.294,Salta,"-24.7821269,-65.4231976",Argentina
1961-07-08,19:00,Aeroflot,411,	Kazan - 	Sverdlovsk,Ilyushin IL-14P,CCCP-41848,6341706,26.0,21.0,5.0,9.0,4.0,5.0,0.0,The plane ran out of fuel and crash landed. Crew did not refuel at Kazan.,"Sverdlovsk, Russia",56.839104000000006,60.60825,POINT (56.83910400000001 60.60825),34.615384615384606,Russia,1961,0.0,	Kazan,"55.7878944,49.12332929999999",Russia
1961-07-11,11:36,United Air Lines,859,Omaha - Denver,McDonnell Douglas DC-8-12,N8040U,45307,122.0,115.0,7.0,17.0,17.0,0.0,1.0,"Following takeoff from Omaha, hydraulic difficulties were experienced. The flight was continued to Denver where the aircraft experienced asymmetrical reverse thrust while landing and crashed into a maintenance truck and burned. Asymmetrical thrust during the landing attempt due to a hydraulic emergency.  Numbers 1 & 2 thrust reversers failed.  The crew failed to activate the back-up high-pressure air bottle used to hold the reverse ejectors in the extended position during a hydraulic emergency.  Poor evacuation procedures.  A contributing factor was the  failure of the first officer to monitor the thrust reverse indicator lights when applying reverse thrust and the crew's lack of training and knowledge on the aircraft's hydraulic system. The driver of the maintenance truck was killed.","Denver, Colorado",39.7392364,-104.98486229999999,POINT (39.7392364 -104.9848623),13.934426229508196,United States,1961,0.0,Omaha,"41.2565369,-95.9345034",Nebraska
1961-07-12,01:29,Ceskoslovenske Aerolinie,511,Zurich - Rabat,Ilyushin IL-18B,OK-PAF,181002904,72.0,64.0,8.0,72.0,64.0,8.0,0.0," On reaching Rabat, the plane was diverted to Casablanca because of poor ground visibility. Conditions at Casablanca were a little better but the plane overshot the runway on its first approach. With worsening conditions the pilot asked to land at the U.S. Air Force base at Nouasseur. While the tower was seeking permission, the pilot saw a window of opportunity and tried again to land at Casablanca. The aircraft crashed into a hillside and burned eight miles short of the runway.","Casablanca, Morocco",33.59506270000001,-7.6187768,POINT (33.59506270000001 -7.6187768),100.0,Morocco,1961,,Zurich,"47.3768866,8.541694",Switzerland
1961-07-21,02:11,Alaska Airlines,,Seattle - Shemya AFB,Douglas DC-6A,N6118C,45243/919,6.0,0.0,6.0,6.0,0.0,6.0,0.0,"Undershot the runway by 200 feet, crashed and burned. Absence of approach and runway lights. Lack of guidance from air traffic controller during last stages of flight.","Shemya, Alaska",52.72274555,174.100320244832,POINT (52.72274555 174.100320244832),100.0,United States,1961,3593116253305.35,Seattle,"47.6062095,-122.3320708",United States
1961-08-09,17:30,Cunard Eagle Airways,,London - Sola,Vickers Viking 3B,G-AHPM,152,39.0,36.0,3.0,39.0,36.0,3.0,0.0,Crashed into a mountain18 nm northeast of Stravanger Airport.  Deviation from prescribed course. Cause unknown.,"Sola, Norway",58.88208225,5.35625424538838,POINT (58.88208225 5.35625424538838),100.0,Norway,1961,0.0,London,"51.5073509,-0.1277583",England
1961-09-01,02:05,Trans World Airlines,529,Pittsburgh - Chicago - Las Vegas - Los Angeles,Lockheed 049 Constellation,N86511,2035,78.0,73.0,5.0,78.0,73.0,5.0,0.0,The aircraft crashed and burned in a field 10 miles west of Midway Airport. The airliner had taken off from Midway headed for Las Vegas. Loss of a 5/16 inch steel bolt from the elevator boost system which caused the elevator to move to its full upward position creating a stall and loss of control of the aircraft.,"Hinsdale, Illinois",41.794528,-87.9276180824577,POINT (41.794528 -87.9276180824577),100.0,United States,1961,3593116253305.35,Pittsburgh,"40.44062479999999,-79.9958864",United States
1961-09-06,,REAL Transportes Aereos,,Sao Paulo - Concordia,Douglas C-47A (DC-3),PP-AVL,9886,4.0,0.0,4.0,4.0,0.0,4.0,,"The aircraft crashed into high terrain, 1,500 meters short of the runway in adverse weather conditions. Probable cause: Continuation of visual filght in adverse weather conditions.","Concordia, SC, Brazil",-27.2312011,-52.0231024,POINT (-27.2312011 -52.0231024),100.0,Brazil,1961,288700023271.67303,Sao Paulo,"-23.5505199,-46.63330939999999",Brazil
1961-09-10,03:55,President Airlines,,Shannon - Gander,Douglas DC-6B,N90773,44058/365,83.0,77.0,6.0,83.0,77.0,6.0,0.0,The aircraft crashed into the Shannon River shortly after taking off in fog. Possible fault with the artificial horizon or aircraft's aileron tabs. Contributing factor was the weather and crew fatigue.,"Shannon, Ireland",52.710454399999996,-8.8788366,POINT (52.7104544 -8.8788366),100.0,Ireland,1961,0.0,Shannon,"40.4510445,-79.9843856",Pittsburgh
1961-09-12,22:09,Air France,2005,Paris - Rabat,Sud-Aviation Caravelle III,F-BJTB,068,77.0,71.0,6.0,77.0,71.0,6.0,0.0,"The aircraft crashed and burned while attempting to land at Sale Airport. With its landing gear down and flaps partially extended, the plane struck the ground in a slight nose-down attitude. Possible misread altimeter.","Rabat, Morocco",34.022405,-6.834542999999999,POINT (34.022405 -6.834542999999999),100.0,Morocco,1961,721077259044.2471,Paris,"48.856614,2.3522219",France
1961-09-17,08:57,Northwest Orient Airlines,706,Chicago - Tampa,Lockheed 188C  Electra,N137US,1142,37.0,32.0,5.0,37.0,32.0,5.0,0.0,"Takeoff and Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.","Chicago, Illinois",41.87556160000001,-87.6244212,POINT (41.87556160000001 -87.6244212),100.0,United States,1961,3593116253305.35,Chicago,"41.8781136,-87.6297982",United States
1961-09-17,22:13,Transair Sweden,,Leopoldville - Ndola,Douglas DC-6B,SE-BDY,43559,16.0,11.0,5.0,16.0,11.0,5.0,0.0,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskjöld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded. A recent report in 2011 sites pilot fatigue as the cause of the accident.","Ndola, Zambia",-12.9693056,28.6365894,POINT (-12.9693056 28.6365894),100.0,Zambia,1961,0.0,Leopoldville,"-4.4419311,15.2662931",Democratic Republic of the Congo
1961-09-23,18:02,Turkish Airlines (THY),,Adana - Ankara,Fokker F-27 Friendship 100,TC-TAY,10182,29.0,25.0,4.0,28.0,24.0,4.0,0.0,"Crashed into high terrain on approach, 18 kms from Ankara Airport. The aircraft was not in a normal flying  pattern and below normal altitude.","Ankara, Turkey",39.9207774,32.854067,POINT (39.9207774 32.854067),96.55172413793105,Turkey,1961,0.0,Adana,"36.9914194,35.3308285",Adana
1961-10-07,02:00,Derby Aviation,,London - Perpignan,Douglas DC-3,G-AMSW,16171/32919,34.0,31.0,3.0,34.0,31.0,3.0,0.0,Crashed into Mt. Canigou while descending to land. Navigational error.,"Mt. Canigou, France",42.5477083,2.3894528188275297,POINT (42.5477083 2.38945281882753),100.0,France,1961,0.0,London,"51.5073509,-0.1277583",England
1961-11-01,14:26,Silver City Airways,,Cherboug - Les Prevosts,Bristol 170 Freighter 31M,G-ANWL,13260,10.0,7.0,3.0,2.0,0.0,2.0,0.0,Failed to gain altitude after a missed approach and crashed. The malfunctioning of the automatic pitch coarsening unit of the starboard propeller. This deprived the captain of the necessary degree of control of the aircraft at a critical stage of the flight.,"Les Prevosts, Guernsey",49.446444299999996,-2.6043466,POINT (49.4464443 -2.6043466),20.0,Guernsey,1961,0.0,Cherboug,"49.6337308,-1.622137",Normandy
1961-11-11,,Air Haiti International,,"San Juan, PR - Managua",Lockheed L-749A Constellation,HH-ABA,2615,3.0,0.0,3.0,3.0,0.0,3.0,0.0,Went missing en route in the Caribbean Sea.,Puerto Rico,18.2214149,-66.4132817951385,POINT (18.2214149 -66.4132817951385),100.0,Puerto Rico,1961,17324056089.1939,"San Juan, PR","18.4655394,-66.1057355",Puerto Rico
1961-11-22,,Rhodesian Air Services,,Salisbury - Livingstone - Elizabethville,,VP-YRX,19351,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"The aircraft was on a charter flight to Livingstone to pick up United Nations troops on leave and take them back to Elizabethville. It took off from Salisbury Airport, and shortly after take-off suddenly dipped its right wing. After a slow recovery, it climbed away to between 100 - 150 ft and then went into a turn to the left with the port propeller windmilling. This turn continued to get steeper until the aircraft rolled over and dived inverted to the ground . The accident was caused by failure of the pilot to execute a successful single engine forced landing after concluding that there had been a power loss in the port engine. Evidence indicated that a failure of the port engine did not, in fact, occur. The pre-take-off rudder trimmer check was not carried out correctly as laid down in the checklist, and the aircraft took off with full left rudder trim applied. Once airborne this was misinterpreted as port engine failure, and the port propeller was feathered. No apparent action was taken by the pilot to correct the ensuing critical speed yaw.","Harare, Zimbabwe",-17.831773000000005,31.045686,POINT (-17.83177300000001 31.045686),100.0,Zimbabwe,1961,3593116253305.35,Salisbury,"38.3606736,-75.5993692",United States
1961-11-23,05:40,Aerolineas Argentinas,,Sao Paulo - Trinidad,de Havilland Comet 4,LV-AHR,06430,52.0,40.0,12.0,52.0,40.0,12.0,0.0,"After reaching an altitude of about 100 m, the aircraft lost altitude, collided with a eucalyptus forest and was destroyed. Pilot error. Failure to operate under IFR in adverse weather conditions at night. Failure to follow the climb procedure.","Campinas, Brazil",-22.90556,-47.060829999999996,POINT (-22.90556 -47.06083),100.0,Brazil,1961,288700023271.67303,Sao Paulo,"-23.5505199,-46.63330939999999",Brazil
1961-12-24,10:50,Kodiak Airways,,Old Harbor - Kaguyak,Grumman G-21A Goose,N1503V,1020,5.0,4.0,1.0,1.0,1.0,0.0,0.0,Crashed shortly after initial lift-off while making a water takeoff from Old Harbor. Improperly executed takeoff   which resulted in an inadvertent descent into the water. This produced a high-speed low-angle porpoising from which the pilot was unable to recover.,"Old Harbor, Kodiak Island, Alaska",57.20280379999999,-153.305651,POINT (57.20280379999999 -153.305651),20.0,United States,1961,0.0,Old Harbor,"40.48759099999999,-79.878891",Allegheny County
1961-12-31,17:58,Aeroflot,,Tbilisi - Mineral Waters,Ilyushin IL-18B,CCCP-75757,181003202,119.0,110.0,9.0,32.0,30.0,2.0,0.0,The plane crashed about 3 km southwest of the airport on a second attempt to land at Mineral Waters. Inattention of the crew due to unnecessary interactions among the crew.,"Mineral Waters, Russia",44.212123,43.128994,POINT (44.212123 43.128994),26.89075630252101,Russia,1961,,Tbilisi,"41.7151377,44.827096",Georgia
1962-01-13,,Ethiopian Airlines,,Tippi - Jimma,Douglas DC-3,ET-T-1,10053,18.0,15.0,3.0,5.0,3.0,2.0,1.0,Swerved off the runway while taking off and struck a structure.,"Tippi, Ethiopia",7.2,35.45,POINT (7.2 35.45),27.777777777777786,Ethiopia,1962,119305401296.036,Tippi,"55.9763689,10.1282474",Denmark
